	id_relation	lautre_noeud	type_relation	poids_relation	sens_relation
367	54311218	grappiller	0	2.9e-05	sortante
368	54311219	gruger	0	2.9e-05	sortante
369	54319091	sauté	0	2.9e-05	sortante
370	54321076	tordu	0	2.9e-05	sortante
371	97353412	disparition	0	2.9e-05	sortante
372	98876135	brifer	0	2.9e-05	sortante
373	925759	perpétrer	0	3e-05	sortante
374	925784	allaiter	0	3e-05	sortante
375	925785	entretenir	0	3e-05	sortante
376	1319895	prodigalité	0	3e-05	sortante
377	1319896	gloutonnerie	0	3e-05	sortante
378	1319897	difficulté	0	3e-05	sortante
379	1319899	dents	0	3e-05	sortante
380	1319900	creux	0	3e-05	sortante
381	12193886	s'empiffrer	0	3e-05	sortante
382	12305599	croquer	0	3e-05	sortante
383	12305605	casser la croûte	0	3e-05	sortante
384	29379017	miamer	0	3e-05	sortante
385	54311195	entamer	0	3e-05	sortante
386	54311196	se régaler	0	3e-05	sortante
387	54311207	se bourrer	0	3e-05	sortante
388	54311217	fricasser	0	3e-05	sortante
389	54311221	se les caler	0	3e-05	sortante
390	54311232	gober	0	3e-05	sortante
391	54322512	se goberger	0	3e-05	sortante
392	62040309	égrapiller	0	3e-05	sortante
393	86018614	fripes	0	3e-05	sortante
394	120336088	prise alimentaire	0	3e-05	sortante
395	190406053	=eating=	0	3e-05	sortante
396	236123697	destructeur	0	3e-05	sortante
397	236123698	mite	0	3e-05	sortante
398	236123699	érosion&gt;134527	0	3e-05	sortante
399	236123701	saccager	0	3e-05	sortante
400	236123702	insecte&gt;17559	0	3e-05	sortante
401	236123703	mites	0	3e-05	sortante
402	236123705	dévaster	0	3e-05	sortante
403	318965737	vie quotidienne	0	3e-05	sortante
404	925786	paître	0	3.1e-05	sortante
405	12305597	se repaître	0	3.1e-05	sortante
406	86024832	consume	0	3.1e-05	sortante
407	98035954	miner&gt;77869	0	3.1e-05	sortante
408	925760	croustiller	0	3.2e-05	sortante
409	9102747	petit-déjeuner	0	3.2e-05	sortante
410	9102750	engloutir&gt;130164	0	3.2e-05	sortante
411	11983605	mangerie	0	3.2e-05	sortante
412	119444796	physiologie	0	3.2e-05	sortante
413	120610819	ingestion	0	3.2e-05	sortante
414	9102746	sandwich	0	3.4e-05	sortante
415	54311200	sucer	0	3.4e-05	sortante
416	3203282	pornographie	0	3.5e-05	sortante
417	14182386	manger avec les mains	0	3.5e-05	sortante
418	30563556	sandwich&gt;20965	0	3.5e-05	sortante
419	54311193	mettre	0	3.5e-05	sortante
420	54311206	prodiguer	0	3.5e-05	sortante
421	236123706	érosion	0	3.5e-05	sortante
422	236123707	éroder	0	3.5e-05	sortante
423	2239962	alimentation&gt;20621	0	3.6e-05	sortante
424	96362354	aliments	0	3.6e-05	sortante
425	361507110	bouche&gt;112609	0	3.6e-05	sortante
426	925764	consumer	0	4e-05	sortante
427	1319898	nutrition	0	4e-05	sortante
428	3203285	gastronomie	0	4.2e-05	sortante
429	54311215	faire disparaître	0	4.5e-05	sortante
430	925770	ronger	0	5e-05	sortante
431	1857598	pain	0	5.1e-05	sortante
432	11242662	::&gt;16:152543&gt;29:130164	0	5.1e-05	sortante
433	11642309	::&gt;16:51905&gt;29:130164	0	5.1e-05	sortante
434	11648935	::&gt;14:140100&gt;29:130164	0	5.1e-05	sortante
435	13711724	manger proprement	0	5.1e-05	sortante
436	258945507	bar	0	5.1e-05	sortante
437	258945510	gourmand&gt;20965	0	5.1e-05	sortante
438	258945513	panse&gt;108463	0	5.1e-05	sortante
439	258945516	aliment&gt;2587820	0	5.1e-05	sortante
440	258945519	système digestif	0	5.1e-05	sortante
441	364606821	panse	0	5.1e-05	sortante
442	364606822	fromage	0	5.1e-05	sortante
443	364606823	bouffe&gt;20965	0	5.1e-05	sortante
444	364606824	estomac&gt;112609	0	5.1e-05	sortante
445	364606825	bonbons	0	5.1e-05	sortante
446	364606826	gâteau&gt;25966	0	5.1e-05	sortante
447	364606827	plat&gt;20965	0	5.1e-05	sortante
448	364606828	dégustation	0	5.1e-05	sortante
449	364606829	faim dans le monde	0	5.1e-05	sortante
450	364606830	alimentaire	0	5.1e-05	sortante
451	363600	légumes	0	5.2e-05	sortante
