	id_relation	lautre_noeud	type_relation	poids_relation	sens_relation
958	61039440	mardelle	0	4.3e-05	entrante
959	53035918	puits de données	0	4.4e-05	entrante
960	1608820	point d'eau	0	4.5e-05	entrante
961	88973508	pierrier	0	4.9e-05	entrante
962	348993819	71 mineurs, roctiers, foreur de puits et travailleurs assimilés	0	5e-05	entrante
963	348993895	713 foreurs-sondeurs de puits et travailleurs assimilés	0	5e-05	entrante
964	29899240	puits mantelé	0	5.1e-05	entrante
965	52451710	puits de jaumière	0	5.1e-05	entrante
966	55337994	plaque 96 puits	0	5.1e-05	entrante
967	76807178	curage	0	5.1e-05	entrante
968	77288662	L'Astrologue qui se laisse tomber dans un puits	0	5.1e-05	entrante
969	83075080	fromage de puits	0	5.1e-05	entrante
970	293887334	seau	0	5.1e-05	entrante
971	318889704	chifoumi	0	5.1e-05	entrante
972	31274171	sciences de la terre	0	5.2e-05	entrante
973	1630708	pompe	0	5.4e-05	entrante
974	14371691	puits pétrolier	0	5.5e-05	entrante
975	367300633	hassi	0	5.5e-05	entrante
976	368948834	sciences de la Terre	0	5.5e-05	entrante
977	371160198	::&gt;66:112192&gt;15:94602	0	5.5e-05	entrante
978	10582132	lieu	0	5.6e-05	entrante
979	29852180	puits épidermique palmo-plantaire	0	5.7e-05	entrante
980	52493825	contre-puits	0	5.7e-05	entrante
981	86167559	puits d'amour à la créole, recette réunionnaise	0	5.7e-05	entrante
982	31710663	creuser un puits	0	5.8e-05	entrante
983	52461939	puits de dérive	0	5.8e-05	entrante
984	72674322	puits de Moïse	0	5.8e-05	entrante
985	85012759	Puits de Moïse	0	5.8e-05	entrante
986	15780121	manque d'eau	0	5.9e-05	entrante
987	97339972	foncer	0	5.9e-05	entrante
988	71181	igue	0	6e-05	entrante
989	871155	fontaine	0	6e-05	entrante
990	29224902	tête de puits	0	6e-05	entrante
991	100253408	production de pétrole	0	6.1e-05	entrante
992	29899244	puits cotté	0	7e-05	entrante
993	1057272	puisatier	0	8.8e-05	entrante
994	11118500	source	0	9.2e-05	entrante
995	1599851	Dame Holle	0	9.5e-05	entrante
996	12604130	puits intérieur	0	0.000101	entrante
997	12604150	puits d'amarre	0	0.000101	entrante
998	12604106	puits à chaîne	0	0.000102	entrante
999	12604134	puits de mine	0	0.000102	entrante
1000	12604154	puits artésien	0	0.000102	entrante
1001	12604110	puits sec	0	0.000103	entrante
1002	12604114	puits salant	0	0.000103	entrante
1003	12604118	puits pleureur	0	0.000103	entrante
1004	12604122	puits perdu	0	0.000103	entrante
1005	12604126	puits magnétique	0	0.000103	entrante
1006	130264	baril de pétrole	0	0.000105	entrante
1007	12604138	puits de jante	0	0.000105	entrante
1008	12604142	puits d'extraction	0	0.000107	entrante
1009	12604146	puits d'attente	0	0.000107	entrante
1010	2113844	foncer&gt;129264	0	0.000125	entrante
1011	9384502	puits de science	0	0.000143	entrante
1012	9429962	puits naturel	0	0.000145	entrante
1013	9432168	puits de pétrole	0	0.000145	entrante
1014	9448723	bloc d'obturation de puits	0	0.000146	entrante
1015	9449814	conditionnement d'un puits	0	0.000146	entrante
1016	9453916	puits canadien	0	0.000146	entrante
1017	9453918	puits provençal	0	0.000146	entrante
1018	9461161	interdiffusion de puits quantique	0	0.000147	entrante
1019	9461341	puits aux chaînes	0	0.000147	entrante
1020	9491993	puits de décompression	0	0.000147	entrante
1021	9491995	puits de jour	0	0.000147	entrante
1022	9491997	puits de reconnaissance	0	0.000147	entrante
1023	9491999	puits drainant	0	0.000147	entrante
1024	9492001	puits filtrant	0	0.000147	entrante
1025	9501237	puits d'amarrage	0	0.000147	entrante
1026	9501239	puits d'ancrage	0	0.000147	entrante
1027	9515486	puits gravitationnel	0	0.000147	entrante
1028	9526196	puits de lumière	0	0.000147	entrante
1029	9552749	puits de potentiel	0	0.000147	entrante
1030	9555716	puits CO	0	0.000147	entrante
1031	9565105	puits climatique	0	0.000147	entrante
1032	9589163	interdiffusion de puits	0	0.000147	entrante
1033	9512262	puits de carbone	0	0.000157	entrante
1034	9514901	puits sans fond	0	0.000157	entrante
1035	31783075	puit	0	0.000165	entrante
1036	107171	pétrole	0	0.00017	entrante
1037	309355374	source&gt;171870	5	3.3e-05	entrante
1038	54690386	cheminée	5	3.8e-05	entrante
1039	53570890	puisard	5	5.1e-05	entrante
1040	53582985	abîme	5	5.2e-05	entrante
1041	54690384	oubliette	5	5.2e-05	entrante
1042	54690385	fontaine	5	5.2e-05	entrante
1043	54690388	canalisation	5	5.2e-05	entrante
1044	53591108	citerne	5	5.5e-05	entrante
1045	54664121	buse	5	5.9e-05	entrante
1046	1628298	igue	5	7e-05	entrante
1047	563083	mine	5	7.6e-05	entrante
1048	613408	aven	5	7.6e-05	entrante
1049	613403	gouffre	5	7.8e-05	entrante
1050	625381	source	5	8e-05	entrante
1051	556264	trou	5	8.1e-05	entrante
1052	613411	excavation	5	8.1e-05	entrante
1053	567193	cavité	5	8.2e-05	entrante
1054	277317715	grand puits	6	2.5e-05	entrante
1055	277317716	puits de siège	6	2.5e-05	entrante
1056	287711394	puits de saint Patrice	6	2.5e-05	entrante
1057	287711395	Pozzo di San Patrizio	6	2.5e-05	entrante
1058	288331855	moulin	6	2.5e-05	entrante
1059	349265124	puits tapissés	6	2.5e-05	entrante
1060	350110556	puits de Jacob	6	2.5e-05	entrante
1061	357390191	puits Rodolphe	6	2.5e-05	entrante
1062	357390539	puits Théodore	6	2.5e-05	entrante
1063	357397337	puits Joseph Else	6	2.5e-05	entrante
1064	357400102	puits Z	6	2.5e-05	entrante
1065	357435991	puits Y	6	2.5e-05	entrante
1066	357437881	puits de Campgrand	6	2.5e-05	entrante
1067	357486960	puits des Combes	6	2.5e-05	entrante
1068	357505973	puits Hély d'Oissel	6	2.5e-05	entrante
1069	357538724	puits Gérard	6	2.5e-05	entrante
1070	357610653	puits no 8	6	2.5e-05	entrante
1071	357619164	puits du Magny	6	2.5e-05	entrante
1072	357619546	puits du Chanois	6	2.5e-05	entrante
1073	366435994	puits Staffelfelden	6	2.5e-05	entrante
1074	369445791	puits de forage	6	2.5e-05	entrante
1075	369919341	::&gt;66:94602&gt;30:8661	6	2.5e-05	entrante
1076	369919388	::&gt;66:94602&gt;26:101345	6	2.5e-05	entrante
1077	370715012	puits d'enfer	6	2.5e-05	entrante
1078	72674323	puits de Moïse	6	2.6e-05	entrante
1079	76221459	puits de reconnaissance	6	2.6e-05	entrante
1080	76221542	puits de décompression	6	2.6e-05	entrante
1081	76223073	puits drainant	6	2.6e-05	entrante
1082	76223417	puits filtrant	6	2.6e-05	entrante
1083	76238629	puits d'amarrage	6	2.6e-05	entrante
1084	76238949	puits d'ancrage	6	2.6e-05	entrante
1085	85012758	Puits de Moïse	6	2.6e-05	entrante
1086	86167560	puits d'amour à la créole, recette réunionnaise	6	2.6e-05	entrante
1087	247437923	puits funéraires	6	2.6e-05	entrante
1088	274351526	puits d'Éboulet	6	2.6e-05	entrante
1089	277362966	puits Amélie	6	2.6e-05	entrante
1090	282697059	puits Sainte-Barbe	6	2.6e-05	entrante
1091	282745391	puits des houillères de Ronchamp	6	2.6e-05	entrante
1092	283289092	puits no 13 bis	6	2.6e-05	entrante
1093	283369463	puits de l'Étançon	6	2.6e-05	entrante
1094	287625309	puits d'infiltration	6	2.6e-05	entrante
1095	291264548	puits à degrés de la Reine	6	2.6e-05	entrante
1096	299119121	puits de gaz	6	2.6e-05	entrante
1097	299483937	puits gaziers	6	2.6e-05	entrante
1098	301512767	puits artésiens	6	2.6e-05	entrante
1099	301748311	puits pétroliers	6	2.6e-05	entrante
1100	303669439	puits gazier	6	2.6e-05	entrante
1101	316327244	puits des âmes	6	2.6e-05	entrante
1102	324293969	puits votif	6	2.6e-05	entrante
1103	103670504	puits de jour	6	2.7e-05	entrante
1104	31756407	puits CO	6	2.9e-05	entrante
1105	31801476	puits climatique	6	2.9e-05	entrante
1106	115087424	puits d'injection	6	2.9e-05	entrante
1107	110207505	puits de Sangatte	6	3e-05	entrante
1108	113764014	puits d'amour	6	3e-05	entrante
1109	116314197	puits no 11	6	3e-05	entrante
1110	117878780	puits à eau	6	3e-05	entrante
1111	117889596	puits quantique	6	3e-05	entrante
1112	289915556	puit d'escalier	6	3e-05	entrante
1113	371186595	::&gt;66:152481&gt;30:48625	6	3e-05	entrante
1114	297940230	puits de pétrole et de gaz	6	3.1e-05	entrante
1115	300239131	puits pétrolier et gazier	6	3.1e-05	entrante
1116	304494501	puits pétroliers et gaziers	6	3.1e-05	entrante
1117	34134843	puits pétrolier	6	3.2e-05	entrante
1118	110807059	puits aérien	6	3.2e-05	entrante
1119	115844966	puits d'appréciation	6	3.2e-05	entrante
1120	117908533	puits CO2	6	3.2e-05	entrante
1121	115846820	puits de pétrole d'Ixtoc I	6	3.3e-05	entrante
1122	116313915	puits des houillères de Lorraine	6	3.3e-05	entrante
1123	31642102	puits gravitationnel	6	3.4e-05	entrante
1124	31734577	puits de potentiel	6	3.4e-05	entrante
1125	33847792	puits d'attente	6	3.4e-05	entrante
1126	33848274	puits de mine	6	3.4e-05	entrante
1127	34246970	puits de pétrole	6	3.4e-05	entrante
1128	33848268	puits à chaîne	6	3.5e-05	entrante
1129	33848403	puits sec	6	3.5e-05	entrante
1130	55177968	puits à roue	6	3.5e-05	entrante
1131	116312823	puits Hottinguer	6	3.5e-05	entrante
1132	122725099	puits tapissés de clathrine	6	3.5e-05	entrante
1133	31072138	puits aux chaînes	6	3.6e-05	entrante
1134	52451711	puits de jaumière	6	3.6e-05	entrante
1135	52461940	puits de dérive	6	3.6e-05	entrante
1136	30621232	puits de lumière	6	3.7e-05	entrante
1137	33849506	puits de jante	6	3.7e-05	entrante
1138	33847943	puits intérieur	6	3.8e-05	entrante
1139	33849405	puits perdu	6	3.8e-05	entrante
1140	30995499	puits canadien	6	3.9e-05	entrante
1141	53035919	puits de données	6	3.9e-05	entrante
1142	30601696	puits naturel	6	4e-05	entrante
1143	33847902	puits d'amarre	6	4e-05	entrante
1144	113776166	puits de potentiel carré	6	4e-05	entrante
1145	30161126	puits épidermique palmo-plantaire	6	4.1e-05	entrante
1146	30167693	puits cotté	6	4.1e-05	entrante
1147	30426910	puits de carbone	6	4.1e-05	entrante
1148	33847456	puits d'extraction	6	4.1e-05	entrante
1149	34422577	puits de science	6	4.1e-05	entrante
1150	30167692	puits mantelé	6	4.2e-05	entrante
1151	33847690	puits artésien	6	4.3e-05	entrante
1152	33848072	puits magnétique	6	4.3e-05	entrante
1153	33848266	puits salant	6	4.3e-05	entrante
1154	33848332	puits pleureur	6	4.3e-05	entrante
1155	34364833	puits sans fond	6	4.3e-05	entrante
1156	367300636	hassi	6	7.5e-05	entrante
1157	14044465	puits provençal	6	9.9e-05	entrante
1158	298774822	être humain de sexe féminin	8	1e-05	entrante
1159	247453831	personne	8	1.5e-05	entrante
1160	242863580	endroit	8	2.5e-05	entrante
1161	242863581	lieu&gt;134218	8	2.5e-05	entrante
1162	246697225	déesse	8	2.5e-05	entrante
1163	246744416	femme	8	2.5e-05	entrante
1164	246764859	personne&gt;24956	8	2.5e-05	entrante
1165	9641604	lieu	8	2.9e-05	entrante
1166	193774	oasis	8	0.000101	entrante
1167	14053670	pompe	9	0.0	entrante
1168	208674550	sexe	10	1.5e-05	entrante
1169	274150618	squelette	10	1.5e-05	entrante
1170	321774427	=eye=	10	1.5e-05	entrante
1171	332638528	eye	10	1.5e-05	entrante
1172	332965899	il	10	1.5e-05	entrante
1173	212340922	hair	10	2.1e-05	entrante
1174	109092211	oeil&gt;330323	10	2.2e-05	entrante
1175	109092271	oeil	10	2.2e-05	entrante
1176	109092087	sexe&gt;218086	10	2.3e-05	entrante
1177	108927810	ADN	10	2.4e-05	entrante
1178	108932179	main	10	2.4e-05	entrante
1179	108927438	nez	10	2.7e-05	entrante
1180	108927588	corps	10	2.7e-05	entrante
1181	108932351	bras	10	2.7e-05	entrante
1182	109092149	pied	10	2.7e-05	entrante
1183	108927490	jambes	10	2.8e-05	entrante
1184	108932239	jambe	10	2.8e-05	entrante
1185	109091903	yeux	10	2.8e-05	entrante
1186	109092027	squelette&gt;112609	10	2.8e-05	entrante
1187	108932103	seins	10	2.9e-05	entrante
1188	108927710	bouche&gt;112609	10	3.1e-05	entrante
1189	109091965	visage	10	3.1e-05	entrante
1190	108927640	coeur	10	3.2e-05	entrante
1191	1991299	margelle	10	3.5e-05	entrante
1192	61039441	mardelle	10	3.5e-05	entrante
1193	108932049	tête	10	3.5e-05	entrante
1194	108927760	bouche	10	3.6e-05	entrante
1195	108927540	cou	10	4e-05	entrante
1196	212113579	neck	10	4e-05	entrante
1197	196068655	=neck=	10	4.2e-05	entrante
1198	4145503	eau	10	5.1e-05	entrante
1199	426781	poulie	10	5.5e-05	entrante
1200	233951	trou	10	5.8e-05	entrante
1201	196004753	=hair=	10	0.000105	entrante
1202	108932293	cheveux	10	0.000106	entrante
1203	108923413	mourir&gt;126720	13	2.6e-05	entrante
1204	34655834	épuiser	13	3e-05	entrante
1205	108923438	mourir	13	3e-05	entrante
1206	108923463	dormir	13	3e-05	entrante
1207	109332447	vivre&gt;160251	13	3e-05	entrante
1208	283972243	vivre	13	3e-05	entrante
1209	109332581	parler	13	3.4e-05	entrante
1210	369919377	tomber dans	14	3e-05	entrante
1211	369919396	::&gt;13:68439&gt;29:101345	14	3e-05	entrante
1212	369919481	::&gt;13:17559&gt;29:101345	14	3e-05	entrante
1213	1370786	forer	14	6e-05	entrante
1214	369919380	::&gt;14:94602&gt;29:101345	14	0.0001	entrante
1215	283261068	eau	15	2.5e-05	entrante
1216	366720006	cadavre	15	3e-05	entrante
1217	366720007	cadavre&gt;122864	15	3e-05	entrante
1218	371186600	::&gt;66:225916&gt;24:14530473	15	3e-05	entrante
1219	371186602	::&gt;66:14530478&gt;15:152481	15	3e-05	entrante
1220	283261072	eau&gt;389797	15	3.5e-05	entrante
1221	436641	pétrole	15	5.3e-05	entrante
1222	371160187	::&gt;66:112192&gt;15:94602	15	5.9e-05	entrante
1223	246069	pompe	15	7.8e-05	entrante
1224	3200201	::&gt;14:140613&gt;29:56921&gt;16	16	5.5e-05	entrante
1225	11574146	::&gt;14:140613&gt;29:56921	16	5.5e-05	entrante
1226	327033	puits	19	5.6e-05	sortante
1227	225779	pompe	20	7e-05	entrante
1228	308083627	profond&gt;171869	23	1e-05	entrante
1229	97357306	à sec	23	2.1e-05	entrante
1230	109312688	vivant	23	2.6e-05	entrante
1231	97454160	à sec&gt;171869	23	2.8e-05	entrante
1232	4446371	à sec&gt;144943	23	3.5e-05	entrante
1233	283260825	profond&gt;13910	23	7e-05	entrante
1234	33162812	profond	23	8.4e-05	entrante
1235	15538419	Géologie	27	0.0	entrante
1236	82209371	Cuisine	27	1e-06	entrante
1237	82210681	Gastronomie	27	1e-06	entrante
1238	15216949	marine	27	1.5e-05	entrante
1239	15203455	architecture	27	1.8e-05	entrante
1240	15174121	cuisine	27	2.4e-05	entrante
1241	15165999	technique	27	2.6e-05	entrante
1242	15204229	géologie	27	2.7e-05	entrante
1243	34655836	art culinaire	27	3e-05	entrante
1244	34655840	cuisine&gt;143757	27	3e-05	entrante
1245	34655842	gastronomie	27	3e-05	entrante
1246	85009211	Art culinaire	27	3e-05	entrante
1247	31274170	sciences de la terre	27	5.1e-05	entrante
1248	368950070	sciences de la Terre	27	5.5e-05	entrante
1249	369919331	::&gt;13:68439&gt;29:8661	31	2.5e-05	entrante
1250	369919334	::&gt;31:94602&gt;29:8661	31	2.5e-05	entrante
1251	369919337	tomber	31	2.5e-05	entrante
1252	369919444	::&gt;13:17559&gt;29:8661	31	2.5e-05	entrante
1253	371186591	::&gt;13:225916&gt;29:48625	31	3e-05	entrante
1254	371186592	::&gt;31:152481&gt;29:48625	31	3e-05	entrante
1255	371186593	jeter	31	3e-05	entrante
1256	371186599	::&gt;14:112192&gt;29:48625	31	3e-05	entrante
1257	371186603	::&gt;31:152481&gt;29:14530473	31	3e-05	entrante
1258	103222839	::&gt;14:134670&gt;29:117283&gt;15	31	5.2e-05	entrante
1259	103250765	::&gt;14:134670&gt;29:117283	31	5.2e-05	entrante
1260	272887	tirer	31	5.7e-05	entrante
1261	12994767	::&gt;14:130949&gt;29:85286&gt;15	31	5.9e-05	entrante
1262	13013882	::&gt;14:130949&gt;29:85286	31	5.9e-05	entrante
1263	12982847	::&gt;14:61490&gt;29:37193&gt;15	31	6.9e-05	entrante
1264	13012281	::&gt;14:61490&gt;29:37193	31	6.9e-05	entrante
1265	1575047	puit	33	5.5e-05	entrante
1266	9100569	être à sec	35	3.1e-05	entrante
1267	9112758	sondage	35	3.1e-05	entrante
1268	24753100	puisard	35	3.5e-05	entrante
1269	24759220	pierrier	35	4.6e-05	entrante
1270	10734850	source	35	9.1e-05	entrante
1271	34563175	plaisir	115	1e-06	entrante
1272	34563170	bonheur	115	3e-06	entrante
1273	34563171	surprise	115	3e-06	entrante
1274	34563172	satisfaction	115	3e-06	entrante
1275	87250577	puis	161	3e-05	entrante
1276	87907298	pis	161	3e-05	entrante
1277	347758105	13ea74ebb98b072820083cff3e64f7ba	200	0.0	entrante
1278	359222815	24b4e2dc3a61563730df247a1808488e	200	0.0	entrante
1279	324490937	7486b15176fbf17c921e8a1487e4892d	200	1e-06	entrante
1280	325341091	02e1eeff665c30617ee5d51e999e934d	200	1e-06	entrante
1281	334405572	2c186017e4d139d3aa3c8126c6f39f10	200	1e-06	entrante
1282	326610014	660951feecadf2f98e3ef9dd99dd7eb9	200	2e-06	entrante
1283	327048023	ac218227920f256fe16565eb882681f8	200	2e-06	entrante
1284	350110998	75af7252b5b488ce85d7846c9e31a1ba	200	2e-06	entrante
1285	357531642	33529400b8d03543604993ae04be4940	200	2e-06	entrante
1286	359223030	850b8d3bb9260641bb8051038a3fda35	200	2e-06	entrante
1287	359813449	13795be38b192df122ca918cd983b901	200	2e-06	entrante
1288	327047225	fb209a33c2b03b945760654c62bdcc47	200	3e-06	entrante
1289	347675639	4b977ba9173f39081581671f1284d048	200	3e-06	entrante
1290	359222748	2dcf0f9be8d87e436386e87466ff8617	200	3e-06	entrante
1291	359233955	64ba787e377a46560453a6ee5c6739c8	200	3e-06	entrante
1292	359234278	51fbb00a667abd26eb2d3dac87a268c0	200	3e-06	entrante
1293	347678901	b310eeb08a0fea5f55b98cd2c13dd371	200	6e-06	entrante
1294	2113847	foncer&gt;129264	666	1e-06	entrante
1295	15089839	exploitation minière	666	1e-06	entrante
1296	1764382	source	666	2e-06	entrante
1297	1697353	puisatier	666	3e-06	entrante
1298	3417766	jaïnisme	777	1e-06	entrante
1299	10709807	djaïnisme	777	1e-06	entrante
1300	3354404	mine	777	4e-06	entrante
1301	3354406	exploitation minière	777	9e-06	entrante
1302	3928026	chaudière	777	9e-06	entrante
1303	3403756	puits de potentiel	777	1e-05	entrante
1304	3417767	jinisme	777	1e-05	entrante
1305	3564631	source	777	1e-05	entrante
1306	3564632	origine	777	1e-05	entrante
1307	3564633	principe	777	1e-05	entrante
1308	3627534	pétrolier	777	1e-05	entrante
1309	3815720	puits de carbone	777	1e-05	entrante
1310	3815787	puits CO	777	1e-05	entrante
1311	3859208	spéléologie	777	1e-05	entrante
1312	3859209	spéléologue	777	1e-05	entrante
1313	3927912	seau	777	1e-05	entrante
1314	3988176	Djerba	777	1e-05	entrante
1315	3988181	jerba	777	1e-05	entrante
1316	4071543	Viens	777	1e-05	entrante
1317	4077237	carbonate	777	1e-05	entrante
1318	4077239	carbonates	777	1e-05	entrante
1319	4113067	pomper	777	1e-05	entrante
1320	4133396	sourcier	777	1e-05	entrante
1321	4153586	cyclopes	777	1e-05	entrante
1322	4153587	Cyclopes	777	1e-05	entrante
1323	4227063	puy	777	1e-05	entrante
1324	4227064	Puy	777	1e-05	entrante
1325	4336646	carbonaté	777	1e-05	entrante
1326	4336647	carbonat	777	1e-05	entrante
1327	4373660	pont du Gard	777	1e-05	entrante
1328	4373661	Pont du Gard	777	1e-05	entrante
1329	4467919	saumure	777	1e-05	entrante
1330	4467920	NaCl	777	1e-05	entrante
1331	4644096	chloration	777	1e-05	entrante
1332	4798707	champ pétrolifère	777	1e-05	entrante
1333	4798708	gisement pétrolifère	777	1e-05	entrante
1334	4861127	Kerkouane	777	1e-05	entrante
1335	5065372	gisement de pétrole	777	1e-05	entrante
1336	5158667	superpétrolier	777	1e-05	entrante
1337	5173269	Puits de Moïse	777	1e-05	entrante
1338	5195127	hydrologie souterraine	777	1e-05	entrante
1339	5232333	menzel	777	1e-05	entrante
1340	5232334	Menzel	777	1e-05	entrante
1341	5380615	Grande Mosquée de Kairouan	777	1e-05	entrante
1342	5380622	mosquée Oqba Ibn Nafi	777	1e-05	entrante
1343	7690621	cuvelage	777	1e-05	entrante
1344	7873967	barre à mine	777	1e-05	entrante
1345	8458967	ressources minières	777	1e-05	entrante
1346	8536979	fluides de fracturation	777	1e-05	entrante
1347	8536980	fluide de fracturation	777	1e-05	entrante
1348	8901237	source humaine	777	1e-05	entrante
1349	17314451	Source	777	1e-05	entrante
1350	17314460	sources	777	1e-05	entrante
1351	28116881	Hassi Messaoud	777	1e-05	entrante
1352	28645078	Bab El Oued	777	1e-05	entrante
1353	28910852	hutong	777	1e-05	entrante
1354	50368741	riad	777	1e-05	entrante
1355	50368768	ryhad	777	1e-05	entrante
1356	53159637	Lepuix	777	1e-05	entrante
1357	53159649	lepuix-gy	777	1e-05	entrante
1358	53177864	Mouzeil	777	1e-05	entrante
1359	53247663	Béthencourt-sur-Mer	777	1e-05	entrante
1360	54390650	Fresse	777	1e-05	entrante
1361	54406985	Senaux	777	1e-05	entrante
1362	54471556	Cailhau	777	1e-05	entrante
1363	54525250	Saint-Martin-de-Bossenay	777	1e-05	entrante
1364	54871017	Saint-Pastour	777	1e-05	entrante
1365	61443766	Peyrissac	777	1e-05	entrante
1366	69908432	Berviller-en-Moselle	777	1e-05	entrante
1367	87067664	icos	777	1e-05	entrante
1368	87067665	les flux des	777	1e-05	entrante
1369	93415929	halfenhall le tryharder	777	1e-05	entrante
1370	109527158	source d'énergie	777	1e-05	entrante
1371	109527160	source d'ions	777	1e-05	entrante
1372	109527162	source de carbone	777	1e-05	entrante
1373	109527164	source du droit	777	1e-05	entrante
1374	110004781	puits de Sangatte	777	1e-05	entrante
1375	110007932	Sangatte	777	1e-05	entrante
1376	113390156	ion carbonate	777	1e-05	entrante
1377	114975247	whakarewarewa	777	1e-05	entrante
1378	115533358	réseau de distribution des fluides	777	1e-05	entrante
1379	115552224	blowout	777	1e-05	entrante
1380	115553148	chevalet de pompage	777	1e-05	entrante
1381	115975953	charbon	777	1e-05	entrante
1382	116013478	puits Arthur-de-Buyer	777	1e-05	entrante
1383	116013479	puits no 11	777	1e-05	entrante
1384	116025041	puits Hottinguer	777	1e-05	entrante
1385	209801749	Rieux	777	1e-05	entrante
1386	228454671	tunnel de base du Saint-Gothard	777	1e-05	entrante
1387	241592155	Gistel	777	1e-05	entrante
1388	269336198	houillères de Ronchamp	777	1e-05	entrante
1389	274347001	puits Notre-Dame	777	1e-05	entrante
1390	274347002	puits d'Éboulet	777	1e-05	entrante
1391	278608581	les flux des gaz à effet de serre en Europe et dans les régions adjacentes	777	1e-05	entrante
1392	279026756	Fransures	777	1e-05	entrante
1393	280489175	bassin houiller keupérien de Haute-Saône	777	1e-05	entrante
1394	280489241	histoire du sel de Haute-Saône	777	1e-05	entrante
1395	280942047	Saint-Martin-de-la-Porte	777	1e-05	entrante
1396	281432163	Roton	777	1e-05	entrante
1397	282743709	puits des houillères de Ronchamp	777	1e-05	entrante
1398	282743993	puits Sainte-Pauline	777	1e-05	entrante
1399	288121601	Contenus de qualité	777	1e-05	entrante
1400	288121602	Bons contenus	777	1e-05	entrante
1401	288121603	Sélection	777	1e-05	entrante
1402	288121604	Programme	777	1e-05	entrante
1403	288121605	Geraint Thomas	777	1e-05	entrante
1404	288121606	élections législatives	777	1e-05	entrante
1405	288136293	référendum constitutionnel	777	1e-05	entrante
1406	288207415	Stayin' Alive	777	1e-05	entrante
1407	288315094	liste des plus grandes salles souterraines naturelles	777	1e-05	entrante
1408	288315186	liste des plus grands puits naturels	777	1e-05	entrante
1409	288315539	réseau du Clot d'Aspres	777	1e-05	entrante
1410	291075762	puits Saint-Louis	777	1e-05	entrante
1411	291110352	Dix-Mars	777	1e-05	entrante
1412	291110353	X-Mars	777	1e-05	entrante
1413	291110354	10-Mars	777	1e-05	entrante
1414	302741612	Pierre-Joseph Fontaine	777	1e-05	entrante
1415	305936036	atténuation	777	1e-05	entrante
1416	305936037	du changement climatique	777	1e-05	entrante
1417	308831836	manivelle	777	1e-05	entrante
1418	314166853	Cublac	777	1e-05	entrante
1419	330839299	Bacquepuis	777	1e-05	entrante
1420	334404013	Contraction et Convergence	777	1e-05	entrante
1421	334404014	gci	777	1e-05	entrante
1422	334404015	GES	777	1e-05	entrante
1423	342909959	Le Retour de Jafar	777	1e-05	entrante
1424	346986944	biomass	777	1e-05	entrante
1425	352483048	Saumure	777	1e-05	entrante
1426	352688123	houillères de Littry	777	1e-05	entrante
1427	357053347	Manivelle	777	1e-05	entrante
1428	357384857	puits Sainte-Marie	777	1e-05	entrante
1429	357388138	puits Yvon Morandat	777	1e-05	entrante
1430	357388139	puits Y	777	1e-05	entrante
1431	357388212	puits Z	777	1e-05	entrante
1432	357388244	puits Hély d'Oissel	777	1e-05	entrante
1433	357388261	puits Gérard	777	1e-05	entrante
1434	357529900	Écouter cet article	777	1e-05	entrante
1435	357529901	D'autres articles audio	777	1e-05	entrante
1436	357529902	puits Saint-Charles	777	1e-05	entrante
1437	357529903	puits no 8	777	1e-05	entrante
1438	357530165	puits Saint-Joseph	777	1e-05	entrante
1439	357530449	puits du Chanois	777	1e-05	entrante
1440	357530524	centrale thermique de Ronchamp	777	1e-05	entrante
1441	357530856	puits du Magny	777	1e-05	entrante
1442	360074049	Les câbleries et corderies de Dour	777	1e-05	entrante
1443	361121210	gouffre des Vitarelles	777	1e-05	entrante
1444	367226094	eau vive et l'eau morte	777	1e-05	entrante
1445	367226096	l'eau de la vie et l'eau de la mort	777	1e-05	entrante
1446	367914637	fondre	777	1e-05	entrante
1447	367914638	réfrigération	777	1e-05	entrante
1448	367914639	chlorure de calcium	777	1e-05	entrante
1449	369458970	Village d'Astérix et Obélix	777	1e-05	entrante
1450	369458972	village gaulois	777	1e-05	entrante
1451	369458974	village des irréductibles gaulois	777	1e-05	entrante
1452	371721508	Sources	777	1e-05	entrante
1453	371721510	Source Code	777	1e-05	entrante
1454	371721512	Sources du vent	777	1e-05	entrante
